Date,Security,price,quantity
2022-11-14,IEF,91.55663299560547,-9.0
2022-11-14,SPY,386.2255554199219,1.0
2022-11-15,DBC,24.690305709838867,-35.0
2022-11-15,GLD,165.5,6.0
2022-11-15,IEF,92.23580169677734,1.0
2022-11-16,DBC,24.41554832458496,-1815.0
2022-11-16,GLD,165.1199951171875,-280.0
2022-11-16,IEF,92.91500091552734,-523.0
2022-11-16,SPY,386.5481262207031,-117.0
2022-11-16,TLT,96.25227355957031,1914.0
2022-11-17,DBC,24.008148193359375,60.0
2022-11-17,GLD,163.9199981689453,-2.0
2022-11-17,IEF,92.28363800048828,-4.0
2022-11-17,SPY,385.3653259277344,-2.0
2022-11-17,TLT,95.23660278320312,4.0
2022-11-18,DBC,23.837610244750977,-7608.0
2022-11-18,GLD,162.7899932861328,748.0
2022-11-18,IEF,91.9583740234375,1318.0
2022-11-18,SPY,387.1150817871094,309.0
2022-11-18,TLT,94.58161926269531,-1918.0
2022-11-21,GLD,161.8800048828125,-462.0
2022-11-21,IEF,91.9010238647461,-831.0
2022-11-21,SPY,385.7074890136719,-196.0
2022-11-21,TLT,94.98030090332031,2386.0
2022-11-22,DBC,23.998674392700195,7621.0
2022-11-22,GLD,162.07000732421875,-272.0
2022-11-22,IEF,92.42715454101562,-487.0
2022-11-22,SPY,390.8979187011719,-120.0
2022-11-22,TLT,96.32821655273438,-488.0
2022-11-23,DBC,23.667070388793945,-7621.0
2022-11-23,GLD,163.0800018310547,280.0
2022-11-23,IEF,92.92457580566406,492.0
2022-11-23,SPY,393.3611755371094,116.0
2022-11-23,TLT,98.00834655761719,444.0
2022-11-25,GLD,163.22000122070312,-3.0
2022-11-25,IEF,92.89586639404297,-1.0
2022-11-25,TLT,97.67611694335938,7.0
2022-11-28,GLD,161.92999267578125,4.0
2022-11-28,IEF,92.93412780761719,-14.0
2022-11-28,SPY,386.9977722167969,6.0
2022-11-28,TLT,97.95138549804688,-19.0
2022-11-29,GLD,162.72999572753906,-11.0
2022-11-29,IEF,92.54191589355469,2.0
2022-11-29,SPY,386.3330383300781,-1.0
2022-11-29,TLT,96.8028335571289,20.0
2022-11-30,DBC,24.150264739990234,7651.0
2022-11-30,GLD,164.80999755859375,-277.0
2022-11-30,IEF,93.3741683959961,-479.0
2022-11-30,SPY,398.5027770996094,-125.0
2022-11-30,TLT,97.5147476196289,-455.0
2022-12-01,DBC,24.027097702026367,125.0
2022-12-01,GLD,167.83999633789062,-8.0
2022-12-01,SPY,398.2095642089844,6.0
2022-12-01,TLT,100.62994384765625,-39.0
2022-12-02,DBC,23.771289825439453,-7776.0
2022-12-02,GLD,167.25999450683594,283.0
2022-12-02,IEF,94.58573150634766,489.0
2022-12-02,SPY,397.7501525878906,118.0
2022-12-02,TLT,101.89542388916016,435.0
2022-12-05,GLD,164.38999938964844,3.0
2022-12-05,IEF,93.62721252441406,-11.0
2022-12-05,SPY,390.59490966796875,1.0
2022-12-05,TLT,100.46820068359375,-2.0
2022-12-06,GLD,164.83999633789062,-1.0
2022-12-06,IEF,94.20233154296875,-11.0
2022-12-06,SPY,384.964599609375,10.0
2022-12-06,TLT,101.76222229003906,-25.0
2022-12-07,GLD,166.3300018310547,1.0
2022-12-07,IEF,95.0266342163086,3.0
2022-12-07,SPY,384.3096618652344,7.0
2022-12-07,TLT,104.15998840332031,-30.0
2022-12-08,GLD,166.47000122070312,-1.0
2022-12-08,IEF,94.48988342285156,14.0
2022-12-08,SPY,387.3203125,-4.0
2022-12-08,TLT,103.8745346069336,7.0
2022-12-09,GLD,167.05999755859375,-18.0
2022-12-09,IEF,93.79016876220703,-5.0
2022-12-09,SPY,384.4269714355469,-2.0
2022-12-09,TLT,101.17227935791016,38.0
2022-12-12,GLD,165.67999267578125,14.0
2022-12-12,IEF,93.6559829711914,9.0
2022-12-12,SPY,389.9693603515625,-7.0
2022-12-12,TLT,101.49579620361328,-3.0
2022-12-13,GLD,168.50999450683594,-8.0
2022-12-13,IEF,94.49946594238281,4.0
2022-12-13,SPY,392.9212951660156,2.0
2022-12-13,TLT,102.47582244873047,3.0
2022-12-14,GLD,168.10000610351562,2.0
2022-12-14,IEF,94.75824737548828,-8.0
2022-12-14,SPY,390.4092102050781,3.0
2022-12-14,TLT,102.91352081298828,-11.0
2022-12-15,GLD,165.35000610351562,11.0
2022-12-15,IEF,94.94264221191406,-26.0
2022-12-15,SPY,380.8591003417969,10.0
2022-12-15,TLT,103.31507110595703,-29.0
2022-12-16,GLD,166.7899932861328,443.0
2022-12-16,IEF,94.70254516601562,807.0
2022-12-16,SPY,376.3626403808594,-607.0
2022-12-16,TLT,102.16098022460938,768.0
2022-12-19,GLD,166.32000732421875,-12.0
2022-12-19,IEF,93.93426513671875,-4.0
2022-12-19,TLT,100.44414520263672,23.0
2022-12-20,GLD,169.0800018310547,-35.0
2022-12-20,IEF,93.25240325927734,15.0
2022-12-20,TLT,98.66055297851562,46.0
2022-12-21,GLD,168.8000030517578,-446.0
2022-12-21,IEF,93.36764526367188,-815.0
2022-12-21,SPY,379.2693176269531,600.0
2022-12-21,TLT,98.90853118896484,-773.0
2022-12-22,GLD,166.75999450683594,460.0
2022-12-22,IEF,93.33883666992188,792.0
2022-12-22,SPY,373.8586120605469,-600.0
2022-12-22,TLT,98.88947296142578,748.0
2022-12-23,GLD,167.25999450683594,-15.0
2022-12-23,IEF,92.9162826538086,-2.0
2022-12-23,TLT,97.43970489501953,29.0
2022-12-27,GLD,168.6699981689453,857.0
2022-12-27,IEF,92.13835906982422,1623.0
2022-12-27,TLT,95.5130386352539,-3080.0
2022-12-28,GLD,167.91000366210938,2657.0
2022-12-28,IEF,91.91748046875,-4853.0
2022-12-29,GLD,168.85000610351562,-3539.0
2022-12-29,IEF,92.36886596679688,3234.0
2022-12-29,TLT,96.02808380126953,3111.0
2022-12-30,GLD,169.63999938964844,3496.0
2022-12-30,IEF,91.98470306396484,-3234.0
2022-12-30,TLT,94.95983123779297,-3111.0
